"site.id.c","visit.no","idnew","sample.type","doc.result","therm.sav","chl","st.nla2012","us.l3code","domean","tempmean","tbot","do.hyp.fail","do.hyp.pass","yday.x","st.nla2012.1","year","tmax","index.lat.dd","index.lon.dd","index.site.depth","elevation","area.ha","tmean.pt","tmin.pt","biov.cyano","mc","biov.tot","prop.cyano","zbiomass","zdensity","ntl.result","no3no2.result","doc.result.1","ptl.result","turb.result"
"NLA06608-3911",1,"NLA12_LA-103--1--L","MICL",5.17,1.5,8.84,"LA",34,6.4,28.2,28,0,2,170,"LA","12",29.8,30.537004585,-92.44245185,2.85,12.19,36.9705661235,20.090300295,14.32,573.637,NA,12922.6718,0.0443899689536339,117.46515,423.3456,708,124,5.17,215,106.4
"NLA06608-3911",1,"NLA12_LA-103--1--X","MICX",5.17,1.5,7.82,"LA",34,6.4,28.2,28,0,2,170,"LA","12",29.8,30.537004585,-92.44245185,2.85,12.19,36.9705661235,20.090300295,14.32,3444.4024,NA,42472.3334,0.0810975551439799,117.46515,423.3456,708,124,5.17,215,106.4
"NLA06608-3968",1,"NLA12_MT-154--1--X","MICX",105.31,NA,35.77142857,"MT",42,NA,NA,20.7,NA,NA,178,"MT","12",20.7,48.84833,-104.05853,1,624.14,78.110895175,4.35299011,-2.22,6499928.3127,0.71709,11538652.5114,0.563317796967902,5448.8962,13657.2268,13413,0,105.31,3436,97.97
"NLA06608-3968",1,"NLA12_MT-154--1--L","MICL",105.31,NA,50.29,"MT",42,NA,NA,20.7,NA,NA,178,"MT","12",20.7,48.84833,-104.05853,1,624.14,78.110895175,4.35299011,-2.22,912886.3693,0.63212,39949520.4361,0.0228509969415072,5448.8962,13657.2268,13413,0,105.31,3436,97.97
"NLA06608-4005",1,"NLA12_NY-R06--1--X","MICX",4.97,2.5,16.48,"NY",58,0.15,19.15,16.5,2,0,206,"NY","12",23.9,43.32608,-73.81268,4.7,362.97,1.81934477598,6.60607971,0.67,261633.7512,NA,5436679.2854,0.0481238155619383,152.92505,1510.2478,340,0,4.97,23,1.19
"NLA06608-4005",1,"NLA12_NY-R06--1--L","MICL",4.97,2.5,2.4,"NY",58,0.15,19.15,16.5,2,0,206,"NY","12",23.9,43.32608,-73.81268,4.7,362.97,1.81934477598,6.60607971,0.67,147647.5018,NA,202133.0117,0.730447246386128,152.92505,1510.2478,340,0,4.97,23,1.19
"NLA06608-4055",1,"NLA12_SD-182--1--L","MICL",8.93,NA,1.71,"SD",46,NA,NA,NA,NA,NA,156,"SD","12",NA,45.710137,-97.472,4.8,547.67,60.57157254,5.54968018,0.01,19802.6518,0.17728,765036.7524,0.0258845757904794,375.93285,210.0767,913,21,8.93,35,1.24
"NLA06608-4055",1,"NLA12_SD-182--1--X","MICX",8.93,NA,1.92,"SD",46,NA,NA,NA,NA,NA,156,"SD","12",NA,45.710137,-97.472,4.8,547.67,60.57157254,5.54968018,0.01,67678.8863,0.16295,1026905.5843,0.065905656113589,375.93285,210.0767,913,21,8.93,35,1.24
"NLA06608-4056",1,NA,"MICX",6.55,NA,8.08,"OK",27,NA,NA,23.83,0,7,185,"OK","07",25.75,36.138445725,-98.618645225,5.5,492.49,3254.7863797,15.036149905,8.29,NA,NA,NA,NA,NA,NA,651,5,6.55,75,5.71
"NLA06608-4056",1,"NLA12_OK-106--1--X","MICX",2.77,NA,26.8,"OK",27,NA,NA,27.6,0,3,190,"OK","12",27.7,36.138445725,-98.618645225,5.5,492.49,3254.7863797,15.036149905,8.29,4531644.617,0.20405,4531644.617,1,194.85385,1445.3,970,50,2.77,71,27.4
"NLA06608-4056",1,"NLA12_OK-106--1--L","MICL",2.77,NA,28.4,"OK",27,NA,NA,27.6,0,3,190,"OK","12",27.7,36.138445725,-98.618645225,5.5,492.49,3254.7863797,15.036149905,8.29,8182626.9931,0.12967,8182626.9931,1,194.85385,1445.3,970,50,2.77,71,27.4
"NLA06608-4064",1,NA,"MICX",7.05,NA,10.187,"OK",26,NA,NA,24.92,1,2,211,"OK","07",26.33,36.848514223,-102.875132,3.3,1310.41,63.5787433175,12.5,NA,NA,NA,NA,NA,NA,NA,770,5,7.05,47,4.49
"NLA06608-4119",1,"NLA12_OH-137--1--L","MICL",5.14,2.5,31.31,"OH",61,0.7,14.392,10.28,9,1,214,"OH","12",27.06,41.0549,-81.54556,12.5,293.92,34.557006021,10.28609985,5.28,11146758.1085,0.52865,13556698.3161,0.822232511824952,25.57405,662.52045,845,0,5.14,41,3.63
"NLA06608-4119",1,"NLA12_OH-137--1--X","MICX",5.14,2.5,36.25714286,"OH",61,0.7,14.392,10.28,9,1,214,"OH","12",27.06,41.0549,-81.54556,12.5,293.92,34.557006021,10.28609985,5.28,11278801.4377,1.01812,15295828.7726,0.737377595250291,25.57405,662.52045,845,0,5.14,41,3.63
"NLA06608-4156",1,"NLA12_KY-116--1--X","MICX",3.29,1.5,2.593333333,"KY",72,8.5,27,25.2,0,5,182,"KY","12",31.2,37.35078,-87.52567,5.6,131.67,151.08371201,14.34439941,8.3,51263.7608,0.11843,4553480.2896,0.011258149270369,4.78495,31.5945,415,5,3.29,26,3.19
"NLA06608-4156",1,"NLA12_KY-116--1--L","MICL",3.29,1.5,1.66,"KY",72,8.5,27,25.2,0,5,182,"KY","12",31.2,37.35078,-87.52567,5.6,131.67,151.08371201,14.34439941,8.3,3926.8381,0.22642,1566044.5971,0.00250748804170182,4.78495,31.5945,415,5,3.29,26,3.19
"NLA06608-4206",1,NA,"MICX",6.73,NA,66.96,"OK",27,NA,NA,24.09,2,4,261,"OK","07",24.53,35.92127588,-97.41304704,5.2,275.37,11.35188495,15.8,NA,NA,NA,NA,NA,NA,NA,1627,5,6.73,61,7.74
"NLA06608-4252",1,NA,"MICX",2.69,5.5,1.472,"VT",58,3.55882352941176,6.19411764705882,4.2,12,5,234,"VT","07",20.8,43.495492515,-72.91953774,23.1,451.66,26.21843513525,5.883754885,0.65,NA,NA,NA,NA,NA,NA,188,5,2.69,1,0.59
"NLA06608-4252",1,"NLA12_VT-R02--1--L","MICL",2.64,4.5,1.61,"VT",58,4.49105263157895,6.80315789473684,4.41,12,7,192,"VT","12",24.6,43.495492515,-72.91953774,23.1,451.66,26.21843513525,5.883754885,0.65,198340.9837,0.10688,279485.3894,0.709664945726855,13.4434,50.48265,216,0,2.64,5,0.32
"NLA06608-4252",1,"NLA12_VT-R02--1--X","MICX",2.64,4.5,0.912,"VT",58,4.49105263157895,6.80315789473684,4.41,12,7,192,"VT","12",24.6,43.495492515,-72.91953774,23.1,451.66,26.21843513525,5.883754885,0.65,3881.7962,NA,153275.1724,0.0253256684642294,13.4434,50.48265,216,0,2.64,5,0.32
"NLA06608-4287",1,"NLA12_TN-108--1--L","MICL",4.39,1.5,40.48,"TN",71,0.333333333333333,22.4233333333333,20.12,3,0,149,"TN","12",28.64,35.67273,-87.031555,4,192.02,33.433141033,14.39099976,7.79,5631183.8805,NA,6690854.1202,0.841624070609938,17.5316,74.94215,1794,20,4.39,628,22.69
"NLA06608-4287",1,"NLA12_TN-108--1--X","MICX",4.39,1.5,69.6,"TN",71,0.333333333333333,22.4233333333333,20.12,3,0,149,"TN","12",28.64,35.67273,-87.031555,4,192.02,33.433141033,14.39099976,7.79,5602688.6054,NA,6099303.4039,0.918578439927672,17.5316,74.94215,1794,20,4.39,628,22.69
"NLA06608-4287",2,"NLA12_TN-108--2--L","MICL",4.78,NA,48,"TN",71,NA,NA,24.42,3,1,258,"TN","12",24.93,35.67273,-87.031555,4,192.02,33.433141033,14.39099976,7.79,3149910.1767,0.40025,4298361.2991,0.732816521812518,58.52935,424.8799,1319,5,4.78,664,19.25
"NLA06608-4287",2,"NLA12_TN-108--2--X","MICX",4.78,NA,50.93333333,"TN",71,NA,NA,24.42,3,1,258,"TN","12",24.93,35.67273,-87.031555,4,192.02,33.433141033,14.39099976,7.79,1473699.4068,0.29681,3615832.8908,0.407568450010406,58.52935,424.8799,1319,5,4.78,664,19.25
"NLA06608-4320",1,NA,"MICX",4.34,NA,2.504,"OK",28,NA,NA,27.19,4,12,252,"OK","07",27.41,36.761519959,-96.86530263,15,308.58,6564.3750157,15.2,NA,NA,NA,NA,NA,NA,NA,1871,516,4.34,177,11.2
"NLA06608-4354",1,"NLA12_IN-149--1--L","MICL",6.61,NA,17.88,"IN",56,NA,NA,23.48,6,0,226,"IN","12",23.9,41.4997,-85.37142,6.4,279.06,254.74769608,9.81796997,4.38,1704615.8384,0.1015,3865288.5882,0.441006098122627,162.47365,2345.68985,758,4,6.61,51,2.66
"NLA06608-4354",1,"NLA12_IN-149--1--X","MICX",6.61,NA,12.88,"IN",56,NA,NA,23.48,6,0,226,"IN","12",23.9,41.4997,-85.37142,6.4,279.06,254.74769608,9.81796997,4.38,1418276.3052,NA,8909057.3774,0.159194878326612,162.47365,2345.68985,758,4,6.61,51,2.66
"NLA06608-4382",1,NA,"MICX",5.72,2.5,12.08,"OK",29,0.17,22.59,20.28,3,0,252,"OK","07",26.88,34.72927377,-97.773086525,3.65,354.89,14.4920319535,16.32590027,9.99,NA,NA,NA,NA,NA,NA,571,5,5.72,35,10.5
"NLA06608-4382",1,"NLA12_OK-132--1--L","MICL",8.42,NA,15,"OK",29,NA,NA,28.91,NA,NA,219,"OK","12",30,34.72927377,-97.773086525,3.65,354.89,14.4920319535,16.32590027,9.99,295363.7397,NA,1654427.2565,0.178529299816332,27.9628,668.97235,870,50,8.42,5,7.27
"NLA06608-4382",1,"NLA12_OK-132--1--X","MICX",8.42,NA,3.76,"OK",29,NA,NA,28.91,NA,NA,219,"OK","12",30,34.72927377,-97.773086525,3.65,354.89,14.4920319535,16.32590027,9.99,12034.5973,NA,168764.4339,0.0713100326999645,27.9628,668.97235,870,50,8.42,5,7.27
"NLA06608-4413",1,NA,"MICX",3.63,NA,2.56,"RI",59,NA,NA,25.9,NA,NA,198,"RI","07",25.9,41.92028511,-71.76906052,2.5,172.77,82.1345025,8.9,NA,NA,0.11,NA,NA,NA,NA,251,5,3.63,8,1.05
"NLA06608-4414",1,NA,"MICX",4.31,2.5,12.1,"OK",37,0.2,26.3,26.3,1,0,240,"OK","07",29.55,34.8862297,-95.16322141,3.3,185.13,35.89026521,16.3,NA,NA,NA,NA,NA,NA,NA,480,5,4.31,38,5.3
"NLA06608-4440",1,NA,"MICX",5.33,5.55,34.2,"OK",27,0.174,19.492,15.86,5,0,246,"OK","07",27.86,36.73591623,-97.03497789,9.6,300.36,185.1287613,15.2,NA,NA,0.2,NA,NA,NA,NA,803,5,5.33,38,7.32
"NLA06608-4463",1,"NLA12_KY-114--1--X","MICX",2.25,5.5,10.8,"KY",71,1.90909090909091,16.8909090909091,13.5,11,0,155,"KY","12",25.3,37.33623,-86.15672,16,156.97,2204.7013885,13.16439941,6.61,672793.6023,0.10199,2670442.5752,0.251940861244549,33.638,729.51415,1373,951,2.25,25,3.97
"NLA06608-4463",1,"NLA12_KY-114--1--L","MICL",2.25,5.5,9.31,"KY",71,1.90909090909091,16.8909090909091,13.5,11,0,155,"KY","12",25.3,37.33623,-86.15672,16,156.97,2204.7013885,13.16439941,6.61,404070.0185,0.13856,2070398.1672,0.195165367174983,33.638,729.51415,1373,951,2.25,25,3.97
"NLA06608-4472",1,NA,"MICX",4.69,NA,29.4,"OK",27,NA,NA,28.45,0,4,218,"OK","07",28.52,35.49775011,-97.67912461,2.35,378.73,637.14982635,15.908449705,10.12,NA,0.17,NA,NA,NA,NA,816,5,4.69,282,35.1
"NLA06608-4472",1,"NLA12_OK-105--1--X","MICX",3.63,NA,33.9,"OK",27,NA,NA,28.3,NA,NA,190,"OK","12",28.3,35.49775011,-97.67912461,2.35,378.73,637.14982635,15.908449705,10.12,130709.5398,0.14166,2037181.4285,0.0641619533593741,95.25575,958.1828,1110,50,3.63,344,51.1
"NLA06608-4472",1,"NLA12_OK-105--1--L","MICL",3.63,NA,33.8,"OK",27,NA,NA,28.3,NA,NA,190,"OK","12",28.3,35.49775011,-97.67912461,2.35,378.73,637.14982635,15.908449705,10.12,114374.5949,0.14444,1404851.9549,0.0814139842287805,95.25575,958.1828,1110,50,3.63,344,51.1
"NLA06608-4504",1,NA,"MICX",7.8,3.25,18.514,"OK",29,1.66333333333333,21.9966666666667,19.81,6,0,155,"OK","07",25.18,36.81359069,-96.041195455,5.5,230.56,103.451580575,14.837199705,8.4,NA,NA,NA,NA,NA,NA,680,5,7.8,32,4.32
"NLA06608-4504",1,"NLA12_OK-120--1--L","MICL",6.64,4.5,7.43,"OK",29,6,25.05,27,0,2,170,"OK","12",27.5,36.81359069,-96.041195455,5.5,230.56,103.451580575,14.837199705,8.4,155469.8483,0.13044,742278.9094,0.209449367793125,80.5288,1208.82645,650,50,6.64,30,7.35
"NLA06608-4504",1,"NLA12_OK-120--1--X","MICX",6.64,4.5,11.4,"OK",29,6,25.05,27,0,2,170,"OK","12",27.5,36.81359069,-96.041195455,5.5,230.56,103.451580575,14.837199705,8.4,69364.4907,0.15018,1835929.0542,0.0377816836338621,80.5288,1208.82645,650,50,6.64,30,7.35
"NLA06608-4509",1,"NLA12_AL-R05--1--X","MICX",2.5,3.5,6.088,"AL",65,2.15,21.5,16.3,3,1,202,"AL","12",29.7,33.29762,-87.67942,7.5,71.04,91.0347295531,17.23209961,10.58,518787.3486,NA,733790.4872,0.706996557804381,52.6522,103.6748,326,5,2.5,24,2
"NLA06608-4509",1,"NLA12_AL-R05--1--L","MICL",2.5,3.5,6.22,"AL",65,2.15,21.5,16.3,3,1,202,"AL","12",29.7,33.29762,-87.67942,7.5,71.04,91.0347295531,17.23209961,10.58,143443.4296,NA,1399438.478,0.102500704286051,52.6522,103.6748,326,5,2.5,24,2
"NLA06608-4537",1,"NLA12_UT-392--1--X","MICX",4.42,NA,4.2,"UT",13,NA,NA,15.64,1,10,269,"UT","12",16.44,39.37454,-111.98356,11.3,1521.41,3220.7301692,9.89393005,1.26,3046685.7276,0.23788,3091812.237,0.985404511677661,173.4297,144.30965,645,15,4.42,55,5.93
"NLA06608-4537",1,"NLA12_UT-392--1--L","MICL",4.42,NA,3.74,"UT",13,NA,NA,15.64,1,10,269,"UT","12",16.44,39.37454,-111.98356,11.3,1521.41,3220.7301692,9.89393005,1.26,4418759.7918,0.15578,4459421.0656,0.990881938888063,173.4297,144.30965,645,15,4.42,55,5.93
"NLA06608-4555",1,"NLA12_NY-R07--1--L","MICL",8.32,NA,55.07,"NY",60,NA,NA,18.8,NA,NA,203,"NY","12",18.8,42.14606,-76.49684,1.3,467.57,1.36669209268,7.47005005,2.36,66832.8882,NA,19959604.8212,0.00334840738575213,41.21235,525.9032,1808,2,8.32,176,23.1
"NLA06608-4555",1,"NLA12_NY-R07--1--X","MICX",8.32,NA,92,"NY",60,NA,NA,18.8,NA,NA,203,"NY","12",18.8,42.14606,-76.49684,1.3,467.57,1.36669209268,7.47005005,2.36,3716443.7033,NA,5006926.7273,0.742260453510592,41.21235,525.9032,1808,2,8.32,176,23.1
"NLA06608-4610",1,NA,"MICX",5,2.5,5.383,"OK",29,0.368571428571429,17.8357142857143,12.97,7,0,204,"OK","07",28.41,34.489037055,-96.981858635,8.65,294.2,26.7632508936,16.586799925,10.25,NA,NA,NA,NA,NA,NA,426,5,5,22,2.01
"NLA06608-4610",1,"NLA12_OK-R01--1--X","MICX",5.37,4.5,11.77142857,"OK",29,0.325,16,12.5,4,0,142,"OK","12",23.9,34.489037055,-96.981858635,8.65,294.2,26.7632508936,16.586799925,10.25,257778.6474,0.12917,6251358.506,0.0412356205699267,182.12895,324.3889,594,19,5.37,28,4.59
"NLA06608-4610",1,"NLA12_OK-R01--1--L","MICL",5.37,4.5,10.14,"OK",29,0.325,16,12.5,4,0,142,"OK","12",23.9,34.489037055,-96.981858635,8.65,294.2,26.7632508936,16.586799925,10.25,149295.0698,0.16091,2698292.8484,0.05532945391325,182.12895,324.3889,594,19,5.37,28,4.59
"NLA06608-4627",1,"NLA12_AZ-130--1--X","MICX",2.93,6.5,8.586666667,"AZ",81,5.05,16.9333333333333,15.3,2,4,130,"AZ","12",21.9,33.84571,-111.61843,16.95,533.25,622.69931977,21.41929932,13.7,914200.4208,NA,1690922.0079,0.54065203275423,10.0905,222.8509,278,1,2.93,57,3.03
"NLA06608-4627",1,"NLA12_AZ-130--1--L","MICL",2.93,6.5,5.81,"AZ",81,5.05,16.9333333333333,15.3,2,4,130,"AZ","12",21.9,33.84571,-111.61843,16.95,533.25,622.69931977,21.41929932,13.7,270304.0963,0.10076,847161.6533,0.319070268640074,10.0905,222.8509,278,1,2.93,57,3.03
"NLA06608-4627",2,"NLA12_AZ-130--2--L","MICL",2.24,11.5,3.44,"AZ",81,0.427272727272727,19.5363636363636,15.8,11,0,234,"AZ","12",29.1,33.84571,-111.61843,16.95,533.25,622.69931977,21.41929932,13.7,168222.0885,0.10002,531619.0809,0.316433503882535,7.0074,375.1279,319,3,2.24,67,1.03
"NLA06608-4627",2,"NLA12_AZ-130--2--X","MICX",2.24,11.5,5.8,"AZ",81,0.427272727272727,19.5363636363636,15.8,11,0,234,"AZ","12",29.1,33.84571,-111.61843,16.95,533.25,622.69931977,21.41929932,13.7,265615.2414,NA,866430.3873,0.306562702893788,7.0074,375.1279,319,3,2.24,67,1.03
"NLA06608-4643",1,NA,"MICX",8.1,7.5,13.834,"OK",29,0.26,24.78,24.22,2,0,232,"OK","07",29.11,36.5187147875,-96.18299617,8.8,217.06,449.46936332,15.3,NA,NA,0.12,NA,NA,NA,NA,557,5,8.1,19,4.67
"NLA06608-4650",1,NA,"MICX",11.18,NA,26.08,"LA",35,NA,NA,27.77,0,4,255,"LA","07",27.77,32.71459999,-92.44501566,4.3,24.29,5351.192082,18.1,NA,NA,NA,NA,NA,NA,NA,681,5,11.18,43,5.94
"NLA06608-4659",1,NA,"MICX",3.7,NA,76.32,"OK",27,NA,NA,23.56,1,5,261,"OK","07",23.86,35.396774946,-98.70570014,6,463.8,73.7045474495,15.8,NA,NA,0.13,NA,NA,NA,NA,1247,214,3.7,90,15.6
"NLA06608-4684",1,"NLA12_NM-150--1--X","MICX",3.72,NA,34.4,"NM",22,NA,NA,21.6,NA,NA,157,"NM","12",21.8,36.71359,-108.15627,1.9,1614.29,17.241886281,11.61689941,3,4869.5689,0.1281,43250844.1747,0.000112588990872194,2608.88025,4200.4732,939,0,3.72,159,18.3
"NLA06608-4684",1,"NLA12_NM-150--1--L","MICL",3.72,NA,17.68,"NM",22,NA,NA,21.6,NA,NA,157,"NM","12",21.8,36.71359,-108.15627,1.9,1614.29,17.241886281,11.61689941,3,575780.5997,NA,1942229.9391,0.296453364304954,2608.88025,4200.4732,939,0,3.72,159,18.3
"NLA06608-4685",1,"NLA12_ID-112--1--L","MICL",5.07,1.495,1.029,"ID",15,3.27,12.4833333333333,7.54,3,3,193,"ID","12",17.44,48.756775,-116.093,5.55,803.48,21.509928552,6.81000977,0.36,NA,NA,539853.1932,0,944.51485,729.7958,256,2,5.07,41,0.98
"NLA06608-4685",1,"NLA12_ID-112--1--X","MICX",5.07,1.495,2.024,"ID",15,3.27,12.4833333333333,7.54,3,3,193,"ID","12",17.44,48.756775,-116.093,5.55,803.48,21.509928552,6.81000977,0.36,NA,NA,971954.8508,0,944.51485,729.7958,256,2,5.07,41,0.98
"NLA06608-4685",2,"NLA12_ID-112--2--X","MICX",5.13,1.5,6.16,"ID",15,0.0475,10.7675,7.63,4,0,226,"ID","12",19.23,48.756775,-116.093,5.55,803.48,21.509928552,6.81000977,0.36,7767.136,NA,12330535.9124,0.000629910658805114,46.55325,603.5507,310,0,5.13,54,0.84
"NLA06608-4685",2,"NLA12_ID-112--2--L","MICL",5.13,1.5,2.89,"ID",15,0.0475,10.7675,7.63,4,0,226,"ID","12",19.23,48.756775,-116.093,5.55,803.48,21.509928552,6.81000977,0.36,NA,NA,1082300.6555,0,46.55325,603.5507,310,0,5.13,54,0.84
"NLA06608-4686",1,NA,"MICX",6.5,NA,16.8,"LA",35,NA,NA,29.63,0,5,254,"LA","07",30.24,31.375351375,-92.742612275,4.5,30.36,1181.52153625,18.981450195,13.13,NA,NA,NA,NA,NA,NA,446,5,6.5,84,36.2
"NLA06608-4686",1,"NLA12_LA-102--1--X","MICX",7.48,1.5,11.664,"LA",35,5.33333333333333,29.5666666666667,29,1,2,168,"LA","12",31.4,31.375351375,-92.742612275,4.5,30.36,1181.52153625,18.981450195,13.13,249490.3535,NA,664632.975,0.375380642978179,13.97345,335.0978,538,0,7.48,112,32.04
"NLA06608-4686",1,"NLA12_LA-102--1--L","MICL",7.48,1.5,7.63,"LA",35,5.33333333333333,29.5666666666667,29,1,2,168,"LA","12",31.4,31.375351375,-92.742612275,4.5,30.36,1181.52153625,18.981450195,13.13,541666.7563,0.18614,848029.252,0.638735933958089,13.97345,335.0978,538,0,7.48,112,32.04
"NLA06608-4698",1,NA,"MICX",7.04,NA,104.4,"LA",35,NA,NA,25.9,4,1,258,"LA","07",26.6,32.09045845,-93.48976305,3,37.95,38.53072848,17.9,NA,NA,NA,NA,NA,NA,NA,1333,5,7.04,142,7.44
"NLA06608-4744",1,"NLA12_AZ-145--1--L","MICL",14.02,1.75,26.06,"AZ",23,1.4,19.0666666666667,18.6,3,0,226,"AZ","12",20.6,33.829909,-109.08833,3,2403.42,48.448531701,7.74086975,-1.2,218641.9205,0.44025,2585582.755,0.0845619503290661,11.6976,188.4689,1775,2,14.02,244,3.57
"NLA06608-4744",1,"NLA12_AZ-145--1--X","MICX",14.02,1.75,39.2,"AZ",23,1.4,19.0666666666667,18.6,3,0,226,"AZ","12",20.6,33.829909,-109.08833,3,2403.42,48.448531701,7.74086975,-1.2,80954.49,0.57327,1743460.6828,0.0464332180235846,11.6976,188.4689,1775,2,14.02,244,3.57
"NLA06608-4760",1,"NLA12_DE-121--1--L","MICL",2.58,NA,39.36,"DE",63,NA,NA,20.4,NA,NA,253,"DE","12",20.4,38.52071,-75.51102,1.5,7.95,23.800196628,13.78959961,7.95,122425.1496,NA,478333.6314,0.255940919817163,39.3054,1847.1145,2185,664,2.58,191,3.1
"NLA06608-4760",1,"NLA12_DE-121--1--X","MICX",2.58,NA,15.472,"DE",63,NA,NA,20.4,NA,NA,253,"DE","12",20.4,38.52071,-75.51102,1.5,7.95,23.800196628,13.78959961,7.95,74176.7464,NA,3172981.5031,0.0233776170228315,39.3054,1847.1145,2185,664,2.58,191,3.1
"NLA06608-4788",1,"NLA12_IA-R03--1--X","MICX",6.33,3.5,2.176,"IA",40,2.18,15.32,9.5,4,1,177,"IA","12",26.5,40.59808,-93.77084,8,284.76,28.3668232338,10.46130005,4.49,57951.6839,NA,380778.321,0.152192708208302,147.0162,663.71025,480,6,6.33,16,1.57
"NLA06608-4788",1,"NLA12_IA-R03--1--L","MICL",6.33,3.5,4.58,"IA",40,2.18,15.32,9.5,4,1,177,"IA","12",26.5,40.59808,-93.77084,8,284.76,28.3668232338,10.46130005,4.49,18027.2964,NA,187828.8449,0.0959772521073519,147.0162,663.71025,480,6,6.33,16,1.57
"NLA06608-4796",1,"NLA12_SD-140--1--L","MICL",10.77,NA,9.35,"SD",43,NA,NA,20.3,NA,NA,170,"SD","12",20.3,45.60417,-103.61317,2.2,892.03,76.942767644,6.67450989,-0.43,356957.7403,NA,2363955.3235,0.151000205778635,821.4115,1080.85025,851,0,10.77,68,14.12
"NLA06608-4796",1,"NLA12_SD-140--1--X","MICX",10.77,NA,8.112,"SD",43,NA,NA,20.3,NA,NA,170,"SD","12",20.3,45.60417,-103.61317,2.2,892.03,76.942767644,6.67450989,-0.43,993437.944,NA,12289167.3277,0.0808385074032456,821.4115,1080.85025,851,0,10.77,68,14.12
"NLA06608-4828",1,NA,"MICX",5.45,NA,4.617,"OK",29,NA,NA,27.98,0,3,246,"OK","07",28.11,34.96590119,-97.67551876,2.4,338.42,24.85531762,16.3,NA,NA,NA,NA,NA,NA,NA,421,5,5.45,24,4.87
"NLA06608-4867",1,"NLA12_MI-124--1--X","MICX",5.95,NA,3,"MI",56,NA,NA,27.5,0,4,191,"MI","12",28.2,43.37293,-86.1442,2.9,198.02,20.798416899,8.17460999,2.49,304445.2906,0.1123,660777.5466,0.460737947538486,183.8562,715.67795,616,3,5.95,38,1.38
"NLA06608-4867",1,"NLA12_MI-124--1--L","MICL",5.95,NA,3.01,"MI",56,NA,NA,27.5,0,4,191,"MI","12",28.2,43.37293,-86.1442,2.9,198.02,20.798416899,8.17460999,2.49,886507.078,0.14559,2993200.0848,0.296173677964878,183.8562,715.67795,616,3,5.95,38,1.38
"NLA06608-4884",1,"NLA12_OH-127--1--L","MICL",2.98,3.5,1.89,"OH",70,4.28888888888889,11.6666666666667,7.3,6,3,200,"OH","12",28.7,39.05566,-82.69068,12,211.53,65.086734057,11.74310059,5.45,9101.4221,NA,205610.6713,0.0442653197057093,40.31105,431.8261,208,2,2.98,8,1.45
"NLA06608-4884",1,"NLA12_OH-127--1--X","MICX",2.98,3.5,1.712,"OH",70,4.28888888888889,11.6666666666667,7.3,6,3,200,"OH","12",28.7,39.05566,-82.69068,12,211.53,65.086734057,11.74310059,5.45,2504.0243,NA,448503.6056,0.00558306392353337,40.31105,431.8261,208,2,2.98,8,1.45
"NLA06608-4923",1,"NLA12_UT-218--1--L","MICL",2.79,5.5,6.25,"UT",19,4.856,18.26,16.9,4,11,222,"UT","12",22.6,40.43818,-111.49759,20,1651.98,1023.7180404,8.32463989,0.48,603474.0867,0.20806,1994708.3145,0.302537510027509,14.0962,182.25145,230,2,2.79,28,0.76
"NLA06608-4923",1,"NLA12_UT-218--1--X","MICX",2.79,5.5,3.858823529,"UT",19,4.856,18.26,16.9,4,11,222,"UT","12",22.6,40.43818,-111.49759,20,1651.98,1023.7180404,8.32463989,0.48,217111.896,0.2034,1605598.8108,0.135221759345862,14.0962,182.25145,230,2,2.79,28,0.76
"NLA06608-4929",1,NA,"MICX",7.51,1.51,38.304,"OK",37,0.665,22.8,21.43,6,0,197,"OK","07",27.99,34.58938281,-96.60527506,7,332.13,17.07743233,16.6,NA,NA,NA,NA,NA,NA,NA,954,5,7.51,121,3.67
"NLA06608-4938",1,"NLA12_PA-113--1--L","MICL",4.15,6.5,6.55,"PA",61,0.734285714285714,13.6857142857143,11.2,7,0,227,"PA","12",23.8,41.62257,-80.30467,12.8,327.01,373.90321046,8.90958008,3.22,3542947.2232,NA,4438174.572,0.798289288923446,83.91495,483.658,310,16,4.15,13,1.58
"NLA06608-4938",1,"NLA12_PA-113--1--X","MICX",4.15,6.5,5.65,"PA",61,0.734285714285714,13.6857142857143,11.2,7,0,227,"PA","12",23.8,41.62257,-80.30467,12.8,327.01,373.90321046,8.90958008,3.22,491594.8777,NA,746763.7285,0.658300422126086,83.91495,483.658,310,16,4.15,13,1.58
"NLA06608-4949",1,NA,"MICX",3.84,NA,NA,"OK",40,NA,NA,28.26,0,13,240,"OK","07",29.27,36.067996829,-95.5533922,11.8,161.11,117.004083905,15.7,NA,NA,NA,NA,NA,NA,NA,623,59,3.84,82,9.66
"NLA06608-9999",1,NA,"MICX",2.94,4.5,1.024,"VT",58,9.505,8.14,5.4,0,20,211,"VT","07",24,44.64231,-71.651789,30,397.67,298.0776878,4.8,NA,NA,NA,NA,NA,NA,NA,149,5,2.94,1,0.516
"NLA06608-ACAD_LAKES_0435",1,NA,"MICX",1.92,NA,1.04,"ME",82,NA,NA,25.75,0,6,212,"ME","07",26.2,44.4083995,-68.268352,3.95,42.81,7.388239783965,7.27993988,2.24,NA,NA,NA,NA,NA,NA,151,5,1.92,10,0.555
